,Mapa,Cve_Ent,Nom_Ent,Nom_Abr,Cve_Mun,Nom_Mun,clave
178879,201790001,20,Oaxaca,Oax.,179,San Juan Bautista Jayacatlán,20_179
178881,201800001,20,Oaxaca,Oax.,180,San Juan Bautista Lo de Soto,20_180
178886,201810001,20,Oaxaca,Oax.,181,San Juan Bautista Suchitepec,20_181
178893,201820001,20,Oaxaca,Oax.,182,San Juan Bautista Tlacoatzintepec,20_182
178902,201830001,20,Oaxaca,Oax.,183,San Juan Bautista Tlachichilco,20_183
178908,201840001,20,Oaxaca,Oax.,184,San Juan Bautista Tuxtepec,20_184
179179,201850001,20,Oaxaca,Oax.,185,San Juan Cacahuatepec,20_185
179196,201860001,20,Oaxaca,Oax.,186,San Juan Cieneguilla,20_186
179198,201870001,20,Oaxaca,Oax.,187,San Juan Coatzóspam,20_187
179207,201880001,20,Oaxaca,Oax.,188,San Juan Colorado,20_188
179220,201890001,20,Oaxaca,Oax.,189,San Juan Comaltepec,20_189
179226,201900001,20,Oaxaca,Oax.,190,San Juan Cotzocón,20_190
179397,201910001,20,Oaxaca,Oax.,191,San Juan Chicomezúchil,20_191
179404,201920001,20,Oaxaca,Oax.,192,San Juan Chilateca,20_192
179406,201930001,20,Oaxaca,Oax.,193,San Juan del Estado,20_193
179411,201940001,20,Oaxaca,Oax.,194,San Juan del Río,20_194
179414,201950001,20,Oaxaca,Oax.,195,San Juan Diuxi,20_195
179416,201960001,20,Oaxaca,Oax.,196,San Juan Evangelista Analco,20_196
179420,201970001,20,Oaxaca,Oax.,197,San Juan Guelavía,20_197
179427,201980001,20,Oaxaca,Oax.,198,San Juan Guichicovi,20_198
179525,201990001,20,Oaxaca,Oax.,199,San Juan Ihualtepec,20_199
179536,202000001,20,Oaxaca,Oax.,200,San Juan Juquila Mixes,20_200
179564,202010001,20,Oaxaca,Oax.,201,San Juan Juquila Vijanos,20_201
179571,202020001,20,Oaxaca,Oax.,202,San Juan Lachao,20_202
179624,202030001,20,Oaxaca,Oax.,203,San Juan Lachigalla,20_203
179632,202040001,20,Oaxaca,Oax.,204,San Juan Lajarcia,20_204
179637,202050001,20,Oaxaca,Oax.,205,San Juan Lalana,20_205
179697,202060001,20,Oaxaca,Oax.,206,San Juan de los Cués,20_206
179706,202070001,20,Oaxaca,Oax.,207,San Juan Mazatlán,20_207
179755,202080001,20,Oaxaca,Oax.,208,San Juan Mixtepec,20_208
179824,202090001,20,Oaxaca,Oax.,209,San Juan Mixtepec,20_209
179825,202100001,20,Oaxaca,Oax.,210,San Juan Ñumí,20_210
179850,202110001,20,Oaxaca,Oax.,211,San Juan Ozolotepec,20_211
179865,202120001,20,Oaxaca,Oax.,212,San Juan Petlapa,20_212
179871,202130001,20,Oaxaca,Oax.,213,San Juan Quiahije,20_213
179914,202140001,20,Oaxaca,Oax.,214,San Juan Quiotepec,20_214
179926,202150001,20,Oaxaca,Oax.,215,San Juan Sayultepec,20_215
179930,202160001,20,Oaxaca,Oax.,216,San Juan Tabaá,20_216
179932,202170001,20,Oaxaca,Oax.,217,San Juan Tamazola,20_217
179993,202180001,20,Oaxaca,Oax.,218,San Juan Teita,20_218
179997,202190001,20,Oaxaca,Oax.,219,San Juan Teitipac,20_219
180002,202200001,20,Oaxaca,Oax.,220,San Juan Tepeuxila,20_220
180012,202210001,20,Oaxaca,Oax.,221,San Juan Teposcolula,20_221
180029,202220001,20,Oaxaca,Oax.,222,San Juan Yaeé,20_222
180032,202230001,20,Oaxaca,Oax.,223,San Juan Yatzona,20_223
180033,202240001,20,Oaxaca,Oax.,224,San Juan Yucuita,20_224
180038,202250001,20,Oaxaca,Oax.,225,San Lorenzo,20_225
180046,202260001,20,Oaxaca,Oax.,226,San Lorenzo Albarradas,20_226
180084,202270001,20,Oaxaca,Oax.,227,San Lorenzo Cacaotepec,20_227
180111,202280001,20,Oaxaca,Oax.,228,San Lorenzo Cuaunecuiltitla,20_228
180112,202290001,20,Oaxaca,Oax.,229,San Lorenzo Texmelúcan,20_229
180142,202300001,20,Oaxaca,Oax.,230,San Lorenzo Victoria,20_230
180144,202310001,20,Oaxaca,Oax.,231,San Lucas Camotlán,20_231
180149,202320001,20,Oaxaca,Oax.,232,San Lucas Ojitlán,20_232
180211,202330001,20,Oaxaca,Oax.,233,San Lucas Quiaviní,20_233
180213,202340001,20,Oaxaca,Oax.,234,San Lucas Zoquiápam,20_234
180244,202350001,20,Oaxaca,Oax.,235,San Luis Amatlán,20_235
180274,202360001,20,Oaxaca,Oax.,236,San Marcial Ozolotepec,20_236
180302,202370001,20,Oaxaca,Oax.,237,San Marcos Arteaga,20_237
180310,202380001,20,Oaxaca,Oax.,238,San Martín de los Cansecos,20_238
180313,202390001,20,Oaxaca,Oax.,239,San Martín Huamelúlpam,20_239
180324,202400001,20,Oaxaca,Oax.,240,San Martín Itunyoso,20_240
180330,202410001,20,Oaxaca,Oax.,241,San Martín Lachilá,20_241
180331,202420001,20,Oaxaca,Oax.,242,San Martín Peras,20_242
180392,202430001,20,Oaxaca,Oax.,243,San Martín Tilcajete,20_243
180398,202440001,20,Oaxaca,Oax.,244,San Martín Toxpalan,20_244
180411,202450001,20,Oaxaca,Oax.,245,San Martín Zacatepec,20_245
180418,202460001,20,Oaxaca,Oax.,246,San Mateo Cajonos,20_246
180420,202470001,20,Oaxaca,Oax.,247,Capulálpam de Méndez,20_247
180424,202480001,20,Oaxaca,Oax.,248,San Mateo del Mar,20_248
180438,202490001,20,Oaxaca,Oax.,249,San Mateo Yoloxochitlán,20_249
180441,202500001,20,Oaxaca,Oax.,250,San Mateo Etlatongo,20_250
180451,202510001,20,Oaxaca,Oax.,251,San Mateo Nejápam,20_251
180454,202520001,20,Oaxaca,Oax.,252,San Mateo Peñasco,20_252
180460,202530001,20,Oaxaca,Oax.,253,San Mateo Piñas,20_253
180513,202540001,20,Oaxaca,Oax.,254,San Mateo Río Hondo,20_254
180555,202550001,20,Oaxaca,Oax.,255,San Mateo Sindihui,20_255
180566,202560001,20,Oaxaca,Oax.,256,San Mateo Tlapiltepec,20_256
180569,202570001,20,Oaxaca,Oax.,257,San Melchor Betaza,20_257
180572,202580001,20,Oaxaca,Oax.,258,San Miguel Achiutla,20_258
180577,202590001,20,Oaxaca,Oax.,259,San Miguel Ahuehuetitlán,20_259
180583,202600001,20,Oaxaca,Oax.,260,San Miguel Aloápam,20_260
180599,202610001,20,Oaxaca,Oax.,261,San Miguel Amatitlán,20_261
180620,202620001,20,Oaxaca,Oax.,262,San Miguel Amatlán,20_262
180637,202630001,20,Oaxaca,Oax.,263,San Miguel Coatlán,20_263
180678,202640001,20,Oaxaca,Oax.,264,San Miguel Chicahua,20_264
180713,202650001,20,Oaxaca,Oax.,265,San Miguel Chimalapa,20_265
180749,202660001,20,Oaxaca,Oax.,266,San Miguel del Puerto,20_266
180837,202670001,20,Oaxaca,Oax.,267,San Miguel del Río,20_267
180839,202680001,20,Oaxaca,Oax.,268,San Miguel Ejutla,20_268
180845,202690001,20,Oaxaca,Oax.,269,San Miguel el Grande,20_269
180862,202700001,20,Oaxaca,Oax.,270,San Miguel Huautla,20_270
180874,202710001,20,Oaxaca,Oax.,271,San Miguel Mixtepec,20_271
180890,202720001,20,Oaxaca,Oax.,272,San Miguel Panixtlahuaca,20_272
180923,202730001,20,Oaxaca,Oax.,273,San Miguel Peras,20_273
180936,202740001,20,Oaxaca,Oax.,274,San Miguel Piedras,20_274
180945,202750001,20,Oaxaca,Oax.,275,San Miguel Quetzaltepec,20_275
180967,202760001,20,Oaxaca,Oax.,276,San Miguel Santa Flor,20_276
180976,202770001,20,Oaxaca,Oax.,277,Villa Sola de Vega,20_277
181118,202780001,20,Oaxaca,Oax.,278,San Miguel Soyaltepec,20_278
181184,202790001,20,Oaxaca,Oax.,279,San Miguel Suchixtepec,20_279
181205,202800001,20,Oaxaca,Oax.,280,Villa Talea de Castro,20_280
181209,202810001,20,Oaxaca,Oax.,281,San Miguel Tecomatlán,20_281
181214,202820001,20,Oaxaca,Oax.,282,San Miguel Tenango,20_282
181237,202830001,20,Oaxaca,Oax.,283,San Miguel Tequixtepec,20_283
181244,202840001,20,Oaxaca,Oax.,284,San Miguel Tilquiápam,20_284
181248,202850001,20,Oaxaca,Oax.,285,San Miguel Tlacamama,20_285
181278,202860001,20,Oaxaca,Oax.,286,San Miguel Tlacotepec,20_286
181293,202870001,20,Oaxaca,Oax.,287,San Miguel Tulancingo,20_287
181305,202880001,20,Oaxaca,Oax.,288,San Miguel Yotao,20_288
181308,202890001,20,Oaxaca,Oax.,289,San Nicolás,20_289
181311,202900001,20,Oaxaca,Oax.,290,San Nicolás Hidalgo,20_290
181315,202910001,20,Oaxaca,Oax.,291,San Pablo Coatlán,20_291
181325,202920001,20,Oaxaca,Oax.,292,San Pablo Cuatro Venados,20_292
181343,202930001,20,Oaxaca,Oax.,293,San Pablo Etla,20_293
181358,202940001,20,Oaxaca,Oax.,294,San Pablo Huitzo,20_294
181368,202950001,20,Oaxaca,Oax.,295,San Pablo Huixtepec,20_295
181383,202960001,20,Oaxaca,Oax.,296,San Pablo Macuiltianguis,20_296
181390,202970001,20,Oaxaca,Oax.,297,San Pablo Tijaltepec,20_297
181403,202980001,20,Oaxaca,Oax.,298,San Pablo Villa de Mitla,20_298
181414,202990001,20,Oaxaca,Oax.,299,San Pablo Yaganiza,20_299
181415,203000001,20,Oaxaca,Oax.,300,San Pedro Amuzgos,20_300
181425,203010001,20,Oaxaca,Oax.,301,San Pedro Apóstol,20_301
181429,203020001,20,Oaxaca,Oax.,302,San Pedro Atoyac,20_302
181442,203030001,20,Oaxaca,Oax.,303,San Pedro Cajonos,20_303
181443,203040001,20,Oaxaca,Oax.,304,San Pedro Coxcaltepec Cántaros,20_304
181453,203050001,20,Oaxaca,Oax.,305,San Pedro Comitancillo,20_305
181468,203060001,20,Oaxaca,Oax.,306,San Pedro el Alto,20_306
181499,203070001,20,Oaxaca,Oax.,307,San Pedro Huamelula,20_307
181524,203080001,20,Oaxaca,Oax.,308,San Pedro Huilotepec,20_308
181527,203090001,20,Oaxaca,Oax.,309,San Pedro Ixcatlán,20_309
181549,203100001,20,Oaxaca,Oax.,310,San Pedro Ixtlahuaca,20_310
181599,203110001,20,Oaxaca,Oax.,311,San Pedro Jaltepetongo,20_311
181604,203120001,20,Oaxaca,Oax.,312,San Pedro Jicayán,20_312
181633,203130001,20,Oaxaca,Oax.,313,San Pedro Jocotipac,20_313
181637,203140001,20,Oaxaca,Oax.,314,San Pedro Juchatengo,20_314
181655,203150001,20,Oaxaca,Oax.,315,San Pedro Mártir,20_315
181659,203160001,20,Oaxaca,Oax.,316,San Pedro Mártir Quiechapa,20_316
181660,203170001,20,Oaxaca,Oax.,317,San Pedro Mártir Yucuxaco,20_317
181671,203180001,20,Oaxaca,Oax.,318,San Pedro Mixtepec,20_318
181740,203190001,20,Oaxaca,Oax.,319,San Pedro Mixtepec,20_319
181746,203200001,20,Oaxaca,Oax.,320,San Pedro Molinos,20_320
181754,203210001,20,Oaxaca,Oax.,321,San Pedro Nopala,20_321
181770,203220001,20,Oaxaca,Oax.,322,San Pedro Ocopetatillo,20_322
181771,203230001,20,Oaxaca,Oax.,323,San Pedro Ocotepec,20_323
181777,203240001,20,Oaxaca,Oax.,324,San Pedro Pochutla,20_324
181931,203250001,20,Oaxaca,Oax.,325,San Pedro Quiatoni,20_325
181986,203260001,20,Oaxaca,Oax.,326,San Pedro Sochiápam,20_326
181995,203270001,20,Oaxaca,Oax.,327,San Pedro Tapanatepec,20_327
182197,203280001,20,Oaxaca,Oax.,328,San Pedro Taviche,20_328
182201,203290001,20,Oaxaca,Oax.,329,San Pedro Teozacoalco,20_329
182213,203300001,20,Oaxaca,Oax.,330,San Pedro Teutila,20_330
182232,203310001,20,Oaxaca,Oax.,331,San Pedro Tidaá,20_331
182236,203320001,20,Oaxaca,Oax.,332,San Pedro Topiltepec,20_332
182240,203330001,20,Oaxaca,Oax.,333,San Pedro Totolápam,20_333
182259,203340001,20,Oaxaca,Oax.,334,Villa de Tututepec,20_334
182455,203350001,20,Oaxaca,Oax.,335,San Pedro Yaneri,20_335
182458,203360001,20,Oaxaca,Oax.,336,San Pedro Yólox,20_336
182472,203370001,20,Oaxaca,Oax.,337,San Pedro y San Pablo Ayutla,20_337
182499,203380001,20,Oaxaca,Oax.,338,Villa de Etla,20_338
182505,203390001,20,Oaxaca,Oax.,339,San Pedro y San Pablo Teposcolula,20_339
182530,203400001,20,Oaxaca,Oax.,340,San Pedro y San Pablo Tequixtepec,20_340
182552,203410001,20,Oaxaca,Oax.,341,San Pedro Yucunama,20_341
182553,203420001,20,Oaxaca,Oax.,342,San Raymundo Jalpan,20_342
182570,203430001,20,Oaxaca,Oax.,343,San Sebastián Abasolo,20_343
182574,203440001,20,Oaxaca,Oax.,344,San Sebastián Coatlán,20_344
182592,203450001,20,Oaxaca,Oax.,345,San Sebastián Ixcapa,20_345
182602,203460001,20,Oaxaca,Oax.,346,San Sebastián Nicananduta,20_346
182605,203470001,20,Oaxaca,Oax.,347,San Sebastián Río Hondo,20_347
182619,203480001,20,Oaxaca,Oax.,348,San Sebastián Tecomaxtlahuaca,20_348
182678,203490001,20,Oaxaca,Oax.,349,San Sebastián Teitipac,20_349
182687,203500001,20,Oaxaca,Oax.,350,San Sebastián Tutla,20_350
182694,203510001,20,Oaxaca,Oax.,351,San Simón Almolongas,20_351
182703,203520001,20,Oaxaca,Oax.,352,San Simón Zahuatlán,20_352
182715,203530001,20,Oaxaca,Oax.,353,Santa Ana,20_353
182716,203540001,20,Oaxaca,Oax.,354,Santa Ana Ateixtlahuaca,20_354
182723,203550001,20,Oaxaca,Oax.,355,Santa Ana Cuauhtémoc,20_355
182734,203560001,20,Oaxaca,Oax.,356,Santa Ana del Valle,20_356
182735,203570001,20,Oaxaca,Oax.,357,Santa Ana Tavela,20_357
182737,203580001,20,Oaxaca,Oax.,358,Santa Ana Tlapacoyan,20_358
182742,203590001,20,Oaxaca,Oax.,359,Santa Ana Yareni,20_359
182745,203600001,20,Oaxaca,Oax.,360,Santa Ana Zegache,20_360
182750,203610001,20,Oaxaca,Oax.,361,Santa Catalina Quierí,20_361
182751,203620001,20,Oaxaca,Oax.,362,Santa Catarina Cuixtla,20_362
182756,203630001,20,Oaxaca,Oax.,363,Santa Catarina Ixtepeji,20_363
182783,203640001,20,Oaxaca,Oax.,364,Santa Catarina Juquila,20_364
182866,203650001,20,Oaxaca,Oax.,365,Santa Catarina Lachatao,20_365
182889,203660001,20,Oaxaca,Oax.,366,Santa Catarina Loxicha,20_366
182922,203670001,20,Oaxaca,Oax.,367,Santa Catarina Mechoacán,20_367
182926,203680001,20,Oaxaca,Oax.,368,Santa Catarina Minas,20_368
182931,203690001,20,Oaxaca,Oax.,369,Santa Catarina Quiané,20_369
182935,203700001,20,Oaxaca,Oax.,370,Santa Catarina Tayata,20_370
182945,203710001,20,Oaxaca,Oax.,371,Santa Catarina Ticuá,20_371
182951,203720001,20,Oaxaca,Oax.,372,Santa Catarina Yosonotú,20_372
182967,203730001,20,Oaxaca,Oax.,373,Santa Catarina Zapoquila,20_373
182973,203740001,20,Oaxaca,Oax.,374,Santa Cruz Acatepec,20_374
182977,203750001,20,Oaxaca,Oax.,375,Santa Cruz Amilpas,20_375
182978,203760001,20,Oaxaca,Oax.,376,Santa Cruz de Bravo,20_376
182979,203770001,20,Oaxaca,Oax.,377,Santa Cruz Itundujia,20_377
183107,203780001,20,Oaxaca,Oax.,378,Santa Cruz Mixtepec,20_378
183124,203790001,20,Oaxaca,Oax.,379,Santa Cruz Nundaco,20_379
183143,203800001,20,Oaxaca,Oax.,380,Santa Cruz Papalutla,20_380
183144,203810001,20,Oaxaca,Oax.,381,Santa Cruz Tacache de Mina,20_381
183147,203820001,20,Oaxaca,Oax.,382,Santa Cruz Tacahua,20_382
183158,203830001,20,Oaxaca,Oax.,383,Santa Cruz Tayata,20_383
183164,203840001,20,Oaxaca,Oax.,384,Santa Cruz Xitla,20_384
183171,203850001,20,Oaxaca,Oax.,385,Santa Cruz Xoxocotlán,20_385
183226,203860001,20,Oaxaca,Oax.,386,Santa Cruz Zenzontepec,20_386
183302,203870001,20,Oaxaca,Oax.,387,Santa Gertrudis,20_387
183306,203880001,20,Oaxaca,Oax.,388,Santa Inés del Monte,20_388
183326,203890001,20,Oaxaca,Oax.,389,Santa Inés Yatzeche,20_389
183328,203900001,20,Oaxaca,Oax.,390,Santa Lucía del Camino,20_390
183330,203910001,20,Oaxaca,Oax.,391,Santa Lucía Miahuatlán,20_391
183343,203920001,20,Oaxaca,Oax.,392,Santa Lucía Monteverde,20_392
183372,203930001,20,Oaxaca,Oax.,393,Santa Lucía Ocotlán,20_393
183378,203940001,20,Oaxaca,Oax.,394,Santa María Alotepec,20_394
183387,203950001,20,Oaxaca,Oax.,395,Santa María Apazco,20_395
183402,203960001,20,Oaxaca,Oax.,396,Santa María la Asunción,20_396
183406,203970001,20,Oaxaca,Oax.,397,Heroica Ciudad de Tlaxiaco,20_397
183515,203980001,20,Oaxaca,Oax.,398,Ayoquezco de Aldama,20_398
183528,203990001,20,Oaxaca,Oax.,399,Santa María Atzompa,20_399
183557,204000001,20,Oaxaca,Oax.,400,Santa María Camotlán,20_400
183567,204010001,20,Oaxaca,Oax.,401,Santa María Colotepec,20_401
183647,204020001,20,Oaxaca,Oax.,402,Santa María Cortijo,20_402
183659,204030001,20,Oaxaca,Oax.,403,Santa María Coyotepec,20_403
183678,204040001,20,Oaxaca,Oax.,404,Santa María Chachoápam,20_404
183689,204050001,20,Oaxaca,Oax.,405,Villa de Chilapa de Díaz,20_405
183698,204060001,20,Oaxaca,Oax.,406,Santa María Chilchotla,20_406
183824,204070001,20,Oaxaca,Oax.,407,Santa María Chimalapa,20_407
183885,204080001,20,Oaxaca,Oax.,408,Santa María del Rosario,20_408
183895,204090001,20,Oaxaca,Oax.,409,Santa María del Tule,20_409
183911,204100001,20,Oaxaca,Oax.,410,Santa María Ecatepec,20_410
183932,204110001,20,Oaxaca,Oax.,411,Santa María Guelacé,20_411
183938,204120001,20,Oaxaca,Oax.,412,Santa María Guienagati,20_412
183985,204130001,20,Oaxaca,Oax.,413,Santa María Huatulco,20_413
184079,204140001,20,Oaxaca,Oax.,414,Santa María Huazolotitlán,20_414
184103,204150001,20,Oaxaca,Oax.,415,Santa María Ipalapa,20_415
184115,204160001,20,Oaxaca,Oax.,416,Santa María Ixcatlán,20_416
184117,204170001,20,Oaxaca,Oax.,417,Santa María Jacatepec,20_417
184162,204180001,20,Oaxaca,Oax.,418,Santa María Jalapa del Marqués,20_418
184192,204190001,20,Oaxaca,Oax.,419,Santa María Jaltianguis,20_419
184197,204200001,20,Oaxaca,Oax.,420,Santa María Lachixío,20_420
184205,204210001,20,Oaxaca,Oax.,421,Santa María Mixtequilla,20_421
184221,204220001,20,Oaxaca,Oax.,422,Santa María Nativitas,20_422
184229,204230001,20,Oaxaca,Oax.,423,Santa María Nduayaco,20_423
184252,204240001,20,Oaxaca,Oax.,424,Santa María Ozolotepec,20_424
184289,204250001,20,Oaxaca,Oax.,425,Santa María Pápalo,20_425
184292,204260001,20,Oaxaca,Oax.,426,Santa María Peñoles,20_426
184325,204270001,20,Oaxaca,Oax.,427,Santa María Petapa,20_427
184352,204280001,20,Oaxaca,Oax.,428,Santa María Quiegolani,20_428
184357,204290001,20,Oaxaca,Oax.,429,Santa María Sola,20_429
184365,204300001,20,Oaxaca,Oax.,430,Santa María Tataltepec,20_430
184367,204310001,20,Oaxaca,Oax.,431,Santa María Tecomavaca,20_431
184372,204320001,20,Oaxaca,Oax.,432,Santa María Temaxcalapa,20_432
184373,204330001,20,Oaxaca,Oax.,433,Santa María Temaxcaltepec,20_433
184383,204340001,20,Oaxaca,Oax.,434,Santa María Teopoxco,20_434
184412,204350001,20,Oaxaca,Oax.,435,Santa María Tepantlali,20_435
184426,204360001,20,Oaxaca,Oax.,436,Santa María Texcatitlán,20_436
184430,204370001,20,Oaxaca,Oax.,437,Santa María Tlahuitoltepec,20_437
184465,204380001,20,Oaxaca,Oax.,438,Santa María Tlalixtac,20_438
184479,204390001,20,Oaxaca,Oax.,439,Santa María Tonameca,20_439
184579,204400001,20,Oaxaca,Oax.,440,Santa María Totolapilla,20_440
184580,204410001,20,Oaxaca,Oax.,441,Santa María Xadani,20_441
184617,204420001,20,Oaxaca,Oax.,442,Santa María Yalina,20_442
184618,204430001,20,Oaxaca,Oax.,443,Santa María Yavesía,20_443
184622,204440001,20,Oaxaca,Oax.,444,Santa María Yolotepec,20_444
184628,204450001,20,Oaxaca,Oax.,445,Santa María Yosoyúa,20_445
184634,204460001,20,Oaxaca,Oax.,446,Santa María Yucuhiti,20_446
184700,204470001,20,Oaxaca,Oax.,447,Santa María Zacatepec,20_447
184736,204480001,20,Oaxaca,Oax.,448,Santa María Zaniza,20_448
184745,204490001,20,Oaxaca,Oax.,449,Santa María Zoquitlán,20_449
184774,204500001,20,Oaxaca,Oax.,450,Santiago Amoltepec,20_450
184823,204510001,20,Oaxaca,Oax.,451,Santiago Apoala,20_451
184831,204520001,20,Oaxaca,Oax.,452,Santiago Apóstol,20_452
184835,204530001,20,Oaxaca,Oax.,453,Santiago Astata,20_453
184845,204540001,20,Oaxaca,Oax.,454,Santiago Atitlán,20_454
184866,204550001,20,Oaxaca,Oax.,455,Santiago Ayuquililla,20_455
184878,204560001,20,Oaxaca,Oax.,456,Santiago Cacaloxtepec,20_456
184882,204570001,20,Oaxaca,Oax.,457,Santiago Camotlán,20_457
184893,204580001,20,Oaxaca,Oax.,458,Santiago Comaltepec,20_458
184921,204590001,20,Oaxaca,Oax.,459,Villa de Santiago Chazumba,20_459
184952,204600001,20,Oaxaca,Oax.,460,Santiago Choápam,20_460
184967,204610001,20,Oaxaca,Oax.,461,Santiago del Río,20_461
184973,204620001,20,Oaxaca,Oax.,462,Santiago Huajolotitlán,20_462
184992,204630001,20,Oaxaca,Oax.,463,Santiago Huauclilla,20_463
185010,204640001,20,Oaxaca,Oax.,464,Santiago Ihuitlán Plumas,20_464
185014,204650001,20,Oaxaca,Oax.,465,Santiago Ixcuintepec,20_465
185026,204660001,20,Oaxaca,Oax.,466,Santiago Ixtayutla,20_466
185060,204670001,20,Oaxaca,Oax.,467,Santiago Jamiltepec,20_467
185116,204680001,20,Oaxaca,Oax.,468,Santiago Jocotepec,20_468
185155,204690001,20,Oaxaca,Oax.,469,Santiago Juxtlahuaca,20_469
185246,204700001,20,Oaxaca,Oax.,470,Santiago Lachiguiri,20_470
185317,204710001,20,Oaxaca,Oax.,471,Santiago Lalopa,20_471
185319,204720001,20,Oaxaca,Oax.,472,Santiago Laollaga,20_472
185333,204730001,20,Oaxaca,Oax.,473,Santiago Laxopa,20_473
185337,204740001,20,Oaxaca,Oax.,474,Santiago Llano Grande,20_474
185344,204750001,20,Oaxaca,Oax.,475,Santiago Matatlán,20_475
185364,204760001,20,Oaxaca,Oax.,476,Santiago Miltepec,20_476
185368,204770001,20,Oaxaca,Oax.,477,Santiago Minas,20_477
185382,204780001,20,Oaxaca,Oax.,478,Santiago Nacaltepec,20_478
185399,204790001,20,Oaxaca,Oax.,479,Santiago Nejapilla,20_479
185404,204800001,20,Oaxaca,Oax.,480,Santiago Nundiche,20_480
185420,204810001,20,Oaxaca,Oax.,481,Santiago Nuyoó,20_481
185436,204820001,20,Oaxaca,Oax.,482,Santiago Pinotepa Nacional,20_482
185601,204830001,20,Oaxaca,Oax.,483,Santiago Suchilquitongo,20_483
185614,204840001,20,Oaxaca,Oax.,484,Santiago Tamazola,20_484
185623,204850001,20,Oaxaca,Oax.,485,Santiago Tapextla,20_485
185631,204860001,20,Oaxaca,Oax.,486,Villa Tejúpam de la Unión,20_486
185641,204870001,20,Oaxaca,Oax.,487,Santiago Tenango,20_487
185660,204880001,20,Oaxaca,Oax.,488,Santiago Tepetlapa,20_488
185664,204890001,20,Oaxaca,Oax.,489,Santiago Tetepec,20_489
185680,204900001,20,Oaxaca,Oax.,490,Santiago Texcalcingo,20_490
185689,204910001,20,Oaxaca,Oax.,491,Santiago Textitlán,20_491
185719,204920001,20,Oaxaca,Oax.,492,Santiago Tilantongo,20_492
185743,204930001,20,Oaxaca,Oax.,493,Santiago Tillo,20_493
185754,204940001,20,Oaxaca,Oax.,494,Santiago Tlazoyaltepec,20_494
185818,204950001,20,Oaxaca,Oax.,495,Santiago Xanica,20_495
185868,204960001,20,Oaxaca,Oax.,496,Santiago Xiacuí,20_496
185873,204970001,20,Oaxaca,Oax.,497,Santiago Yaitepec,20_497
185880,204980001,20,Oaxaca,Oax.,498,Santiago Yaveo,20_498
186132,204990001,20,Oaxaca,Oax.,499,Santiago Yolomécatl,20_499
186148,205000001,20,Oaxaca,Oax.,500,Santiago Yosondúa,20_500
186191,205010001,20,Oaxaca,Oax.,501,Santiago Yucuyachi,20_501
186194,205020001,20,Oaxaca,Oax.,502,Santiago Zacatepec,20_502
186217,205030001,20,Oaxaca,Oax.,503,Santiago Zoochila,20_503
186218,205040001,20,Oaxaca,Oax.,504,Nuevo Zoquiápam,20_504
186222,205050001,20,Oaxaca,Oax.,505,Santo Domingo Ingenio,20_505
186234,205060001,20,Oaxaca,Oax.,506,Santo Domingo Albarradas,20_506
186239,205070001,20,Oaxaca,Oax.,507,Santo Domingo Armenta,20_507
186249,205080001,20,Oaxaca,Oax.,508,Santo Domingo Chihuitán,20_508
186262,205090001,20,Oaxaca,Oax.,509,Santo Domingo de Morelos,20_509
186280,205100001,20,Oaxaca,Oax.,510,Santo Domingo Ixcatlán,20_510
186290,205110001,20,Oaxaca,Oax.,511,Santo Domingo Nuxaá,20_511
186352,205120001,20,Oaxaca,Oax.,512,Santo Domingo Ozolotepec,20_512
186358,205130001,20,Oaxaca,Oax.,513,Santo Domingo Petapa,20_513
186390,205140001,20,Oaxaca,Oax.,514,Santo Domingo Roayaga,20_514
186393,205150001,20,Oaxaca,Oax.,515,Santo Domingo Tehuantepec,20_515
186488,205160001,20,Oaxaca,Oax.,516,Santo Domingo Teojomulco,20_516
186522,205170001,20,Oaxaca,Oax.,517,Santo Domingo Tepuxtepec,20_517
186550,205180001,20,Oaxaca,Oax.,518,Santo Domingo Tlatayápam,20_518
186553,205190001,20,Oaxaca,Oax.,519,Santo Domingo Tomaltepec,20_519
186559,205200001,20,Oaxaca,Oax.,520,Santo Domingo Tonalá,20_520
186579,205210001,20,Oaxaca,Oax.,521,Santo Domingo Tonaltepec,20_521
186587,205220001,20,Oaxaca,Oax.,522,Santo Domingo Xagacía,20_522
186593,205230001,20,Oaxaca,Oax.,523,Santo Domingo Yanhuitlán,20_523
186613,205240001,20,Oaxaca,Oax.,524,Santo Domingo Yodohino,20_524
186614,205250001,20,Oaxaca,Oax.,525,Santo Domingo Zanatepec,20_525
186693,205260001,20,Oaxaca,Oax.,526,Santos Reyes Nopala,20_526
186751,205270001,20,Oaxaca,Oax.,527,Santos Reyes Pápalo,20_527
186757,205280001,20,Oaxaca,Oax.,528,Santos Reyes Tepejillo,20_528
186776,205290001,20,Oaxaca,Oax.,529,Santos Reyes Yucuná,20_529
186781,205300001,20,Oaxaca,Oax.,530,Santo Tomás Jalieza,20_530
186787,205310001,20,Oaxaca,Oax.,531,Santo Tomás Mazaltepec,20_531
186788,205320001,20,Oaxaca,Oax.,532,Santo Tomás Ocotepec,20_532
186804,205330001,20,Oaxaca,Oax.,533,Santo Tomás Tamazulapan,20_533
186812,205340001,20,Oaxaca,Oax.,534,San Vicente Coatlán,20_534
186824,205350001,20,Oaxaca,Oax.,535,San Vicente Lachixío,20_535
186834,205360001,20,Oaxaca,Oax.,536,San Vicente Nuñú,20_536
